"MES_CODICE","MES_MITTENTE","MES_DS_CODICE","MES_BINARIO","MES_RICEZIONE","MES_LOTTO","MES_RECORDS","MES_ELABORAZIONE","MES_RISPOSTA","MES_IDENTIFICATIVO","MES_ANTEPRIMA","MES_NOME_FLUSSO","MES_TRANSAZIONE","MES_MES_CODICE","MES_CLIENT","MES_SERVER","MES_DUPLICATO","MES_DESTINATARIO","MES_TIPOLOGIA","MES_ERRORE"
7.216.031,5,15,,2017-03-03 11:03:06,,,2017-03-03 11:03:06,,,0,,7.192.171,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.216.131,1,15,,2017-03-03 11:07:26,,,2017-03-03 11:07:26,,a9849093-71d6-48b2-8d2b-a41aa14d976f,0,,7.192.271,7.216.130,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.216.404,5,15,,2017-03-03 11:19:27,,,2017-03-03 11:19:34,,,0,,7.192.544,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.216.900,2,21,,2017-03-03 11:41:52,,,2017-03-03 11:41:53,,"74436",0,,7.193.040,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.216.925,1,15,,2017-03-03 11:42:36,,,2017-03-03 11:42:36,,"8e786990-3713-46b5-bd73-346bf13a7d30",0,,7.193.065,7.216.923,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.217.008,1,15,,2017-03-03 11:47:26,,,2017-03-03 11:47:26,,f733a0ee-5a3b-499e-b99f-2be82b6dcaf4,0,,7.193.147,7.217.007,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.217.027,5,15,,2017-03-03 11:48:56,,,2017-03-03 11:49:03,,,0,,7.193.166,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.217.165,5,13,,2017-03-03 11:56:49,,,2017-03-03 11:56:49,,,0,,7.193.304,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.217.201,6,10,,2017-03-03 11:59:14,,,2017-03-03 11:59:14,,,0,,7.193.340,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.217.238,6,21,,2017-03-03 12:01:28,,,2017-03-03 12:01:28,,PPA138386,0,,7.193.377,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.217.286,6,21,,2017-03-03 12:04:04,,,2017-03-03 12:04:05,,PPA138389,0,,7.193.425,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.217.314,6,9,,2017-03-03 12:05:47,,,2017-03-03 12:05:48,,,0,,7.193.453,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.217.397,1,26,,2017-03-03 12:10:42,,,2017-03-03 12:10:49,,c87cffe2-9605-40b9-b407-7f932234fd77,0,,7.193.536,7.217.396,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
7.217.552,1,15,,2017-03-03 12:16:46,,,2017-03-03 12:16:46,,"75caa66d-a5a8-4578-b3e1-e1f27a69a9ee",0,,7.193.691,7.217.551,"192.168.2.131","192.168.40.28:7803",,1,IN,
7.217.827,5,13,,2017-03-03 12:32:45,,,2017-03-03 12:32:45,,,0,,7.193.966,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.217.851,5,15,,2017-03-03 12:34:58,,,2017-03-03 12:35:05,,,0,,7.193.990,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.217.908,6,9,,2017-03-03 12:38:40,,,2017-03-03 12:38:40,,,0,,7.194.047,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.218.006,23,46,,2017-03-03 12:45:50,,,2017-03-03 12:45:50,,A06|9b4de3c0-58e9-45eb-a895-1eaf78073060,0,,7.194.144,,"192.168.40.29","192.168.40.28:7803",,1,IN,
7.218.061,23,46,,2017-03-03 12:46:00,,,2017-03-03 12:46:00,,A06|3d0921a7-5ff8-4913-94f8-706bebea9c49,0,,7.194.199,,"192.168.40.29","192.168.40.28:7803",,1,IN,
7.218.077,5,13,,2017-03-03 12:46:48,,,2017-03-03 12:46:48,,,0,,7.194.215,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.218.081,2,21,,2017-03-03 12:47:42,,,2017-03-03 12:47:43,,"74498",0,,7.194.219,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.218.087,1,10,,2017-03-03 12:47:48,,,2017-03-03 12:47:48,,,0,,7.194.225,7.218.076,SPQR086,SPQR086,,1,IN,
7.218.091,1,15,,2017-03-03 12:48:04,,,2017-03-03 12:48:04,,"1a305440-32ef-4e55-b4aa-a05ed9921556",0,,7.194.229,7.218.089,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.218.142,11,10,,2017-03-03 12:53:01,,,2017-03-03 12:53:01,,RML-INTE-00000053813B,0,,7.194.280,,"192.168.2.131","192.168.40.28:7803",7.218.126,1,IN,
7.218.276,1,49,,2017-03-03 13:02:34,,,2017-03-03 13:02:34,,"2458",0,,7.194.414,,"192.168.40.11","192.168.40.28:7802",,1,IN,
7.218.399,2,21,,2017-03-03 13:15:59,,,2017-03-03 13:16:00,,"74517",0,,7.194.537,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.218.594,1,27,,2017-03-03 13:36:51,,,2017-03-03 13:36:51,,"5e989ac4-1f74-42b0-9e4d-ba7759b6854e",0,,7.194.732,7.218.592,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.218.636,1,22,,2017-03-03 13:43:25,,,2017-03-03 13:43:25,,,0,,7.194.773,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.218.670,1,43,,2017-03-03 13:46:54,,,2017-03-03 13:46:54,,"62c1c612-43a0-4efb-a53f-19f81f29f735",0,,7.194.807,7.218.669,"192.168.40.28:7803",http://192.168.20.107/sirewebservices/services/ReversaliWS,,6,OUT,
7.219.075,6,10,,2017-03-03 14:24:46,,,2017-03-03 14:24:46,,,0,,7.195.212,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.219.086,1,27,,2017-03-03 14:25:42,,,2017-03-03 14:25:42,,"7e56b1d2-eb60-454b-a7c6-5f7eaee8e751",0,,7.195.223,7.219.084,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.219.139,5,13,,2017-03-03 14:31:32,,,2017-03-03 14:31:33,,,0,,7.195.276,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.219.298,1,27,,2017-03-03 14:44:23,,,2017-03-03 14:44:23,,"45b0e071-498c-443c-bf88-2ac9ec7a000a",0,,7.195.434,7.219.296,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.219.311,1,26,,2017-03-03 14:45:18,,,2017-03-03 14:45:29,,"88704159-b3b6-46c9-8e8e-c6ae6d17dbc7",0,,7.195.447,7.219.310,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
7.219.328,1,10,,2017-03-03 14:47:36,,,2017-03-03 14:47:36,,,0,,7.195.464,7.219.327,SPQR086,SPQR086,,1,IN,
7.219.533,6,21,,2017-03-03 15:07:32,,,2017-03-03 15:07:32,,PPA138435,0,,7.195.669,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.219.725,5,15,,2017-03-03 15:26:32,,,2017-03-03 15:26:32,,,0,,7.195.861,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.219.856,5,13,,2017-03-03 15:37:38,,,2017-03-03 15:37:38,,,0,,7.195.992,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.219.915,6,21,,2017-03-03 15:44:06,,,2017-03-03 15:44:07,,PPA138450,0,,7.196.050,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.219.991,1,15,,2017-03-03 15:50:59,,,2017-03-03 15:50:59,,"1d01df92-ae88-4d1d-935e-1c3e06a243bd",0,,7.196.126,7.219.990,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.220.147,1,15,,2017-03-03 16:07:18,,,2017-03-03 16:07:18,,"6beca365-ff6b-4a02-a60b-e07f24dcd485",0,,7.196.282,7.220.146,"192.168.2.131","192.168.40.28:7803",,1,IN,
7.220.327,1,27,,2017-03-03 16:28:19,,,2017-03-03 16:28:19,,"1cae3c12-ff50-4fba-9c49-299dc4e231d0",0,,7.196.462,7.220.325,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.220.489,23,45,,2017-03-03 16:46:09,,,2017-03-03 16:46:09,,DEGREG|59abce8b-01ac-4c36-a5dc-babd8583d6ed,0,,7.196.623,,"192.168.40.30","192.168.40.28:7803",,1,IN,
7.220.538,1,15,,2017-03-03 16:52:22,,,2017-03-03 16:52:22,,de167c96-2ee3-4699-9cd4-6385ba62e7f1,0,,7.196.672,7.220.537,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.220.714,5,13,,2017-03-03 17:11:38,,,2017-03-03 17:11:38,,,0,,7.196.848,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.220.780,1,10,,2017-03-03 17:16:45,,,2017-03-03 17:16:45,,,0,,7.196.914,7.220.759,SPQR086,SPQR086,,1,IN,
7.220.784,5,15,,2017-03-03 17:17:19,,,2017-03-03 17:17:19,,,0,,7.196.918,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.221.023,1,27,,2017-03-03 17:37:39,,,2017-03-03 17:37:39,,"7192382c-93dc-4939-9f26-b5ed556cea1e",0,,7.197.157,7.221.021,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.221.133,1,10,,2017-03-03 17:46:43,,,2017-03-03 17:46:43,,,0,,7.197.266,7.221.132,SPQR086,SPQR086,,1,IN,
7.221.142,1,10,,2017-03-03 17:47:43,,,2017-03-03 17:47:43,,,0,,7.197.275,7.221.141,SPQR086,SPQR086,,1,IN,
7.221.214,5,15,,2017-03-03 17:54:39,,,2017-03-03 17:54:49,,,0,,7.197.347,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.221.332,1,27,,2017-03-03 18:04:31,,,2017-03-03 18:04:31,,"1d35d944-75e4-432c-81f8-eb7b9b3e7cf5",0,,7.197.465,7.221.330,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.221.483,5,13,,2017-03-03 18:16:45,,,2017-03-03 18:16:45,,,0,,7.197.616,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.221.562,5,13,,2017-03-03 18:24:38,,,2017-03-03 18:24:38,,,0,,7.197.695,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.221.637,1,10,,2017-03-03 18:33:51,,,2017-03-03 18:33:51,,,0,,7.197.770,7.221.586,SPQR086,SPQR086,,1,IN,
7.221.692,1,26,,2017-03-03 18:40:17,,,2017-03-03 18:40:23,,"7fe44301-aa51-4319-a9c6-5d4d683c72a5",0,,7.197.825,7.221.691,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
7.221.850,11,21,,2017-03-03 19:02:07,,,2017-03-03 19:02:07,,RML-INTE-00000053843C,0,,7.197.982,,"192.168.2.131","192.168.40.28:7803",,1,IN,
7.221.908,1,15,,2017-03-03 19:09:51,,,2017-03-03 19:09:51,,b33025c7-18a2-4606-a1d3-54a8934c8b7a,0,,7.198.040,7.221.906,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.221.910,1,27,,2017-03-03 19:09:51,,,2017-03-03 19:09:51,,fb42c311-82cb-4c75-b251-4100f1870778,0,,7.198.042,7.221.906,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.222.129,5,13,,2017-03-03 19:52:36,,,2017-03-03 19:52:36,,,0,,7.198.260,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.222.172,6,9,,2017-03-03 20:00:20,,,2017-03-03 20:00:20,,,0,,7.198.303,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.222.232,5,13,,2017-03-03 20:16:35,,,2017-03-03 20:16:35,,,0,,7.198.363,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.222.566,5,12,,2017-03-04 07:00:00,,,2017-03-04 07:01:54,,"5ea6fa27-285e-4bd5-ad7e-2a8923c90a09",0,,7.198.682,,"192.168.40.150","192.168.40.28:7802",,1,IN,
7.222.736,11,21,,2017-03-04 08:27:27,,,2017-03-04 08:27:27,,RML-R30P-00000053869C,0,,7.198.851,,"192.168.2.131","192.168.40.28:7803",,1,IN,
7.222.753,5,15,,2017-03-04 08:33:35,,,2017-03-04 08:33:35,,,0,,7.198.868,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.222.819,1,27,,2017-03-04 08:49:21,,,2017-03-04 08:49:22,,c92314eb-0c6a-42fe-87d3-05ab1481cf62,0,,7.198.933,7.222.816,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.222.867,1,15,,2017-03-04 08:59:22,,,2017-03-04 08:59:23,,"479b203f-068b-425a-b722-4ef1de5cdb07",0,,7.198.981,7.222.866,"192.168.2.131","192.168.40.28:7803",,1,IN,
7.222.890,6,9,,2017-03-04 09:02:37,,,2017-03-04 09:02:37,,,0,,7.199.004,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.222.935,11,21,,2017-03-04 09:08:41,,,2017-03-04 09:08:41,,RML-INTE-00000053874C,0,,7.199.049,,"192.168.2.131","192.168.40.28:7803",,1,IN,
7.223.122,1,15,,2017-03-04 09:41:04,,,2017-03-04 09:41:04,,c8a0d15c-c181-4abe-9116-a3ec6591aced,0,,7.199.236,7.223.121,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.223.311,1,27,,2017-03-04 10:09:11,,,2017-03-04 10:09:11,,"10bd9072-ef69-4209-9a14-af0ea7db7761",0,,7.199.424,7.223.309,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.223.321,5,15,,2017-03-04 10:10:53,,,2017-03-04 10:10:53,,,0,,7.199.434,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.223.456,1,15,,2017-03-04 10:25:47,,,2017-03-04 10:25:47,,d7a083b9-d8be-4c1a-9192-844247ce9056,0,,7.199.569,7.223.451,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.223.510,1,15,,2017-03-04 10:31:46,,,2017-03-04 10:31:46,,"36d8edd2-1a5f-466c-b3b3-0063af68980e",0,,7.199.623,7.223.509,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.223.582,5,15,,2017-03-04 10:40:49,,,2017-03-04 10:40:55,,,0,,7.199.695,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.223.629,1,26,,2017-03-04 10:44:58,,,2017-03-04 10:45:04,,"2f6ede0b-aab5-4e8a-aa70-682b729532e4",0,,7.199.742,7.223.628,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
7.223.964,2,21,,2017-03-04 11:32:32,,,2017-03-04 11:32:32,,"74746",0,,7.200.076,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.224.081,1,27,,2017-03-04 11:44:57,,,2017-03-04 11:44:57,,c47cc31a-d32b-45c8-a9d4-e115cc93ac15,0,,7.200.193,7.224.079,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.224.083,5,13,,2017-03-04 11:45:33,,,2017-03-04 11:45:33,,,0,,7.200.195,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.224.087,6,16,,2017-03-04 11:45:47,26.405,0,2017-03-04 11:45:47,,"0",0,,,,,,,1,IN,
7.224.263,1,27,,2017-03-04 12:17:46,,,2017-03-04 12:17:46,,d6074368-05bd-4abc-b865-4fee67c61893,0,,7.200.374,7.224.261,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.224.302,1,27,,2017-03-04 12:23:04,,,2017-03-04 12:23:04,,"65064ed5-6678-4e7e-9aca-82ca3c63d7a5",0,,7.200.413,7.224.299,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.224.567,5,13,,2017-03-04 13:15:38,,,2017-03-04 13:15:39,,,0,,7.200.677,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.224.954,5,12,,2017-03-04 15:30:00,,,2017-03-04 15:31:54,,e37b53df-1b7f-4e38-9f52-86e5a4f08bba,0,,7.201.062,,"192.168.40.151","192.168.40.28:7802",,1,IN,
7.224.961,1,27,,2017-03-04 15:31:29,,,2017-03-04 15:31:30,,"3059f2e7-ba92-4a5b-acef-30ea8f859c34",0,,7.201.069,7.224.959,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.224.974,1,23,,2017-03-04 15:35:19,,,2017-03-04 15:35:25,,"3744e050-ff67-49a8-a252-f5deb45d4562",0,,7.201.082,7.224.973,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.225.193,2,21,,2017-03-04 16:35:39,,,2017-03-04 16:35:39,,"74824",0,,7.201.300,,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.225.324,1,15,,2017-03-04 17:09:09,,,2017-03-04 17:09:09,,"093811fc-98cd-4822-90a0-69a2e7d76d96",0,,7.201.430,7.225.323,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.225.340,5,13,,2017-03-04 17:11:35,,,2017-03-04 17:11:36,,,0,,7.201.446,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.225.356,5,15,,2017-03-04 17:13:58,,,2017-03-04 17:13:58,,,0,,7.201.462,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.225.528,1,27,,2017-03-04 17:40:52,,,2017-03-04 17:40:52,,e71fd327-6be6-482d-a746-5251ecb5e245,0,,7.201.634,7.225.526,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.225.550,1,15,,2017-03-04 17:43:40,,,2017-03-04 17:43:40,,"1bf89518-7ae8-43a8-a919-d59dda489fcb",0,,7.201.656,7.225.549,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.225.568,1,27,,2017-03-04 17:47:38,,,2017-03-04 17:47:38,,"8cc87af0-02d8-42ed-82fd-9724b754f7f8",0,,7.201.673,7.225.566,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.225.674,1,27,,2017-03-04 18:11:14,,,2017-03-04 18:11:14,,be654a9b-0fef-48b6-a77a-1b1293ac19e7,0,,7.201.779,7.225.667,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.226.142,5,15,,2017-03-04 19:32:04,,,2017-03-04 19:32:04,,,0,,7.202.246,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.226.149,1,27,,2017-03-04 19:33:00,,,2017-03-04 19:33:00,,"0a9b6c5e-dded-441b-8a46-e0b02341c89d",0,,7.202.253,7.226.147,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.226.176,5,13,,2017-03-04 19:40:27,,,2017-03-04 19:40:27,,,0,,7.202.280,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.226.241,5,15,,2017-03-04 20:06:49,,,2017-03-04 20:07:03,,,0,,7.202.344,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.226.276,1,10,,2017-03-04 20:19:28,,,2017-03-04 20:19:28,,,0,,7.202.379,7.226.274,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.226.560,5,13,,2017-03-05 01:01:34,,,2017-03-05 01:01:35,,,0,,7.202.658,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.226.663,6,9,,2017-03-05 08:00:13,,,2017-03-05 08:00:13,,,0,,7.202.754,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.226.718,1,15,,2017-03-05 08:37:53,,,2017-03-05 08:37:53,,ff56c223-67ca-4cdf-b7fc-f3671983c0a4,0,,7.202.809,7.226.717,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.226.989,1,15,,2017-03-05 10:30:40,,,2017-03-05 10:30:40,,"28249b87-1992-4d29-9ce2-5f9a19d4dfb8",0,,7.203.078,7.226.987,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.227.071,1,15,,2017-03-05 10:46:23,,,2017-03-05 10:46:23,,b7b5e41e-bf7a-47dd-82e9-d44219c09ee3,0,,7.203.160,7.227.065,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.227.116,1,15,,2017-03-05 10:52:57,,,2017-03-05 10:52:57,,d30795b9-2cc6-4ad0-a4c5-6ac9762b1cd6,0,,7.203.204,7.227.114,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.227.476,5,15,,2017-03-05 12:26:18,,,2017-03-05 12:26:27,,,0,,7.203.563,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.227.515,1,26,,2017-03-05 12:32:22,,,2017-03-05 12:32:25,,"6a266883-97ec-4faf-b9d5-0b5570d4fb70",0,,7.203.602,7.227.514,"192.168.40.28:7804",http://192.168.2.131/SIR/Contravvenzioni/SistemaArea.asmx,,11,OUT,
7.227.536,5,15,,2017-03-05 12:37:18,,,2017-03-05 12:37:27,,,0,,7.203.623,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.227.643,1,23,,2017-03-05 13:23:38,,,2017-03-05 13:23:49,,"07b818ab-85eb-404f-a104-e6a0f91ea56e",0,,7.203.729,7.227.642,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.227.893,1,27,,2017-03-05 15:08:45,,,2017-03-05 15:08:45,,"3096e21b-7687-413c-bb7a-bac44b9411fe",0,,7.203.977,7.227.890,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.227.991,1,23,,2017-03-05 15:48:31,,,2017-03-05 15:48:43,,"12283cf2-b03a-4266-80ae-492c566e2351",0,,7.204.074,7.227.990,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.228.044,1,27,,2017-03-05 15:58:32,,,2017-03-05 15:58:32,,"6d166ace-7c24-49b2-8b8a-730be4109089",0,,7.204.127,7.228.039,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.228.387,1,27,,2017-03-05 17:57:23,,,2017-03-05 17:57:23,,"89333a73-6630-4e28-827d-4b7ae09348cb",0,,7.204.468,7.228.382,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.228.462,1,10,,2017-03-05 18:19:42,,,2017-03-05 18:19:42,,,0,,7.204.543,7.228.460,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.228.506,1,15,,2017-03-05 18:27:33,,,2017-03-05 18:27:33,,d74dae38-f3c1-49e0-ae0e-38b1882bb713,0,,7.204.587,7.228.504,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.228.561,1,10,,2017-03-05 18:50:21,,,2017-03-05 18:50:22,,,0,,7.204.641,7.228.559,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.228.575,1,10,,2017-03-05 18:52:36,,,2017-03-05 18:52:37,,,0,,7.204.655,7.228.574,SPQR086,SPQR086,,1,IN,
7.228.645,5,13,,2017-03-05 19:02:50,,,2017-03-05 19:02:51,,,0,,7.204.725,,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.228.740,1,15,,2017-03-05 19:28:46,,,2017-03-05 19:28:47,,df8924d2-7f53-4d5b-85ee-672343ad9679,0,,7.204.820,7.228.738,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.228.818,1,23,,2017-03-05 19:50:01,,,2017-03-05 19:50:08,,"534f77b1-fc56-4090-98e8-4a5c50b84d5b",0,,7.204.897,7.228.817,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.229.324,6,10,,2017-03-05 21:50:12,,,2017-03-05 21:50:14,,,0,,7.205.401,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.229.394,1,27,,2017-03-05 22:10:54,,,2017-03-05 22:10:54,,"2b5e4509-bf4d-4ee0-9fd4-9901fb7915a0",0,,7.205.471,7.229.392,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.229.470,1,15,,2017-03-05 22:26:00,,,2017-03-05 22:26:00,,"51ae44bf-983c-4d7d-a5d0-97ec9b9ee083",0,,7.205.547,7.229.466,"192.168.40.10","192.168.40.28:7803",,1,IN,
7.229.545,5,13,,2017-03-05 22:49:37,,,2017-03-05 22:49:37,,,0,,7.205.621,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.229.761,6,16,,2017-03-06 01:47:15,26.443,0,2017-03-06 01:47:16,,"0",0,,,,,,,1,IN,
7.229.779,6,16,,2017-03-06 04:47:26,26.446,0,2017-03-06 04:47:26,,"0",0,,,,,,,1,IN,
7.229.821,5,13,,2017-03-06 06:09:35,,,2017-03-06 06:09:35,,,0,,7.205.890,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.229.856,5,13,,2017-03-06 06:38:33,,,2017-03-06 06:38:33,,,0,,7.205.925,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.229.951,6,9,,2017-03-06 08:00:12,,,2017-03-06 08:00:12,,,0,,7.206.018,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.229.980,6,9,,2017-03-06 08:00:19,,,2017-03-06 08:00:19,,,0,,7.206.047,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.230.211,2,21,,2017-03-06 08:38:53,,,2017-03-06 08:38:54,,"75236",0,,7.206.278,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.230.507,1,10,,2017-03-06 08:57:32,,,2017-03-06 08:57:34,,,0,,7.206.573,7.230.505,SPQR086,SPQR086,,1,IN,
7.230.772,6,10,,2017-03-06 09:08:51,,,2017-03-06 09:08:51,,,0,,7.206.838,,"192.168.40.11","192.168.40.28:7803",,1,IN,
7.231.084,1,25,,2017-03-06 09:28:08,,,2017-03-06 09:28:09,,"976e0960-b2a5-40fe-a0de-003063a55942",0,,7.207.150,7.231.083,"192.168.40.28:7803",http://192.168.20.107/mesis-posizioni-creditorie-wsrouter/SistemaArea,,2,OUT,
7.231.180,5,13,,2017-03-06 09:32:33,,,2017-03-06 09:32:34,,,0,,7.207.246,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.231.194,1,27,,2017-03-06 09:33:42,,,2017-03-06 09:33:42,,"5462de9a-baff-4610-b018-1c1a0f2c2f42",0,,7.207.260,7.231.191,"192.168.40.28:7803",http://192.168.20.110/FedFisMW/services/FedFisMWGen,,5,OUT,
7.231.260,5,15,,2017-03-06 09:36:34,,,2017-03-06 09:36:34,,,0,,7.207.326,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.231.389,1,23,,2017-03-06 09:44:20,,,2017-03-06 09:44:27,,"37a4809e-1bc6-46fb-8667-f67f4eac1923",0,,7.207.455,7.231.388,"192.168.40.150","192.168.40.28:7804",,1,IN,
7.231.413,5,13,,2017-03-06 09:45:43,,,2017-03-06 09:45:43,,,0,,7.207.479,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.231.494,5,13,,2017-03-06 09:49:48,,,2017-03-06 09:49:48,,,0,,7.207.559,,"192.168.40.151","192.168.40.28:7804",,1,IN,
7.231.729,1,15,,2017-03-06 10:03:19,,,2017-03-06 10:03:19,,"66884a30-6c96-4932-8e16-705942092469",0,,7.207.794,7.231.728,"192.168.40.11","192.168.40.28:7803",,1,IN,
